v2_key,v2_name,v3_key,v3_name
SteamTurbine,year_one_thermal_energy_produced_mmbtu,SteamTurbine,annual_thermal_production_mmbtu
SteamTurbine,year_one_electric_production_series_kw,SteamTurbine,electric_production_series_kw
SteamTurbine,year_one_to_grid_series_kw,SteamTurbine,electric_to_grid_series_kw
SteamTurbine,year_one_to_load_series_kw,SteamTurbine,electric_to_load_series_kw
SteamTurbine,year_one_to_battery_series_kw,SteamTurbine,electric_to_storage_series_kw
SteamTurbine,size_kw,SteamTurbine,size_kw
SteamTurbine,year_one_thermal_consumption_series_mmbtu_per_hr,SteamTurbine,thermal_consumption_series_mmbtu_per_hour
SteamTurbine,year_one_thermal_to_load_series_mmbtu_per_hour,SteamTurbine,thermal_to_load_series_mmbtu_per_hour
SteamTurbine,year_one_thermal_to_tes_series_mmbtu_per_hour,SteamTurbine,thermal_to_storage_series_mmbtu_per_hour
Wind,average_yearly_energy_exported_kwh,Wind,annual_energy_exported_kwh
Wind,average_yearly_energy_produced_kwh,Wind,annual_energy_produced_kwh
Wind,year_one_curtailed_production_series_kw,Wind,electric_curtailed_series_kw
Wind,year_one_to_grid_series_kw,Wind,electric_to_grid_series_kw
Wind,year_one_to_load_series_kw,Wind,electric_to_load_series_kw
Wind,year_one_to_battery_series_kw,Wind,electric_to_storage_series_kw
---,(Added in v3),Wind,lcoe_per_kwh
---,(Added in v3),Wind,lifecycle_om_cost_after_tax
Wind,size_kw,Wind,size_kw
---,(Added in v3),Wind,year_one_om_cost_before_tax
Wind,year_one_power_production_series_kw,---,(Removed in v3)
