v2_key,v2_field,v3_key,v3_field
SteamTurbine,isentropic_efficiency,SteamTurbine,isentropic_efficiency
SteamTurbine,macrs_bonus_pct,SteamTurbine,macrs_bonus_fraction
SteamTurbine,macrs_option_years,SteamTurbine,macrs_option_years
SteamTurbine,max_kw,SteamTurbine,max_kw
SteamTurbine,min_kw,SteamTurbine,min_kw
SteamTurbine,net_to_gross_electric_ratio,SteamTurbine,net_to_gross_electric_ratio
SteamTurbine,om_cost_us_dollars_per_kw,SteamTurbine,om_cost_per_kw
SteamTurbine,om_cost_us_dollars_per_kwh,SteamTurbine,om_cost_per_kwh
SteamTurbine,outlet_steam_min_vapor_fraction,SteamTurbine,outlet_steam_min_vapor_fraction
SteamTurbine,outlet_steam_pressure_psig,SteamTurbine,outlet_steam_pressure_psig
SteamTurbine,size_class,SteamTurbine,size_class
SteamTurbine,thermal_produced_to_thermal_consumed_ratio,SteamTurbine,thermal_produced_to_thermal_consumed_ratio
Site,address,UserProvidedMeta,address
,,UserProvidedMeta,address 
Scenario,description,UserProvidedMeta,description
,,UserProvidedMeta,description 
,,UserUnlinkedRuns,run_uuid 
,,UserUnlinkedRuns,user_uuid 
Wind,can_curtail,Wind,can_curtail
Wind,can_export_beyond_site_load,Wind,can_export_beyond_nem_limit
Wind,can_net_meter,Wind,can_net_meter
Wind,can_wholesale,Wind,can_wholesale
Wind,federal_itc_pct,Wind,federal_itc_fraction
Wind,federal_rebate_us_dollars_per_kw,Wind,federal_rebate_per_kw
Wind,installed_cost_us_dollars_per_kw,Wind,installed_cost_per_kw
Wind,macrs_bonus_pct,Wind,macrs_bonus_fraction
Wind,macrs_itc_reduction,Wind,macrs_itc_reduction
Wind,macrs_option_years,Wind,macrs_option_years
Wind,max_kw,Wind,max_kw
Wind,min_kw,Wind,min_kw
Wind,om_cost_us_dollars_per_kw,Wind,om_cost_per_kw
---,(Added in v3),Wind,operating_reserve_required_fraction
Wind,pressure_atmospheres,Wind,pressure_atmospheres
Wind,prod_factor_series_kw,Wind,production_factor_series
Wind,pbi_max_us_dollars,Wind,production_incentive_max_benefit
Wind,pbi_system_max_kw,Wind,production_incentive_max_kw
Wind,pbi_us_dollars_per_kwh,Wind,production_incentive_per_kwh
Wind,pbi_years,Wind,production_incentive_years
Wind,size_class,Wind,size_class
Wind,state_ibi_pct,Wind,state_ibi_fraction
Wind,state_ibi_max_us_dollars,Wind,state_ibi_max
Wind,state_rebate_max_us_dollars,Wind,state_rebate_max
Wind,state_rebate_us_dollars_per_kw,Wind,state_rebate_per_kw
Wind,temperature_celsius,Wind,temperature_celsius
Wind,utility_ibi_pct,Wind,utility_ibi_fraction
Wind,utility_ibi_max_us_dollars,Wind,utility_ibi_max
Wind,utility_rebate_max_us_dollars,Wind,utility_rebate_max
Wind,utility_rebate_us_dollars_per_kw,Wind,utility_rebate_per_kw
Wind,wind_direction_degrees,Wind,wind_direction_degrees
Wind,wind_meters_per_sec,Wind,wind_meters_per_sec
CHP,derate_slope_pct_per_degF,---,(Removed in v3)
CHP,derate_start_temp_degF,---,(Removed in v3)
CHP,max_derate_factor,---,(Removed in v3)
CHP,use_default_derate,---,(Removed in v3)
LoadProfile,outage_end_hour,---,(Removed in v3)
LoadProfile,outage_is_major_event,---,(Removed in v3)
LoadProfile,outage_start_hour,---,(Removed in v3)
Site,elevation_ft,---,(Removed in v3)
Site,outdoor_air_temp_degF,---,(Removed in v3)
